"The same moment the thought hits you, a hiss sounds from the shadows!","As the thought hits you, a hiss sounds from the shadows!",
"You squint towards the shadows as a hunched, feral looking form slowly slinks forwards","You squint towards the shadows as a hunched, feral looking form slowly slinks forwards",
"Tiny, disgustingly human-like hands, yellow fangs and a grotesquely dexterous pink tail leave no doubt of the creature's rodent nature","Tiny, disgustingly human-like hands, yellow fangs and a grotesquely dexterous pink tail leave no doubt of the creature's rodent nature",
"Though as it emerges from the shadows, it becomes abundantly clear that what may have started life as a common ship-rat, has now grown into something that has no right to exist","Though as it emerges from the shadows, it becomes abundantly clear that what may have started life as a common ship-rat, has now grown into something that has no right to exist",
A second hiss sounds behind you and the abominations lunge at you!,A second hiss sounds behind you and the abominations lunge at you!,
#IntroRoland,#IntroRoland,
Roland,Roland,
You emerge onto the ship's lower deck,You emerge onto the ship's lower deck,
As your eyes adjust to the darkness you become aware of a hulking figure standing in the shadows,As your eyes adjust to the darkness you become aware of a hulking figure standing in the shadows,
{PLAYER}!,{PLAYER}!,
Here at last,Here at last,
growls a rough voice,growls a rough voice,
Who’s there?,Who’s there?,
Show yourself!,Show yourself!,
Freeze and listen carefully,Freeze and listen carefully,
Lunge at the figure,Lunge at the figure,
Have you lost your bloody mind?!,Have you lost your bloody mind?!,
Nobody is going to feel calmer for seeing you,Nobody is going to feel calmer for seeing you,
"Until you hear screams, stay here","Until you hear screams, stay here",
You're right,You're right,
Follow me!,Follow me!,
"Fine, and be careful - I hear it's bad luck to kill a guild-sailor","Fine, and be careful - I hear it's bad luck to kill a guild-sailor",
Feeling jumpy?,Feeling jumpy?,
the brute growls with a smile,the brute growls with a smile,
Roland?!,Roland?!,
Why're you skulking in the shadows?,Why're you skulking in the shadows?,
You tend to have that effect on people,You tend to have that effect on people,
Where are we?,Where are we?,
"And you'll regret not stopping our boys from murdering them, if you don't get to the damn deck","And you'll regret not stopping our boys from murdering them, if you don't get to the damn deck",
"Besides, we'll need an escape route","Besides, we'll need an escape route",
Agreed,Agreed,
"They deserve disciplining, not death","They deserve disciplining, not death",
Listen,Listen,
I've been doing this since you were at the teat,I've been doing this since you were suckling at the teat,
Let’s go,Let’s go,
For all the good it will do,For all the good it will do,
"Wait here, Roland","Wait here, Roland",
"There are two doors ahead - take the left, and we should be able to sneak past them without any trouble","There are two doors ahead - take the left, and we should be able to sneak past them without any trouble",
Anything else I should know?,Anything else I should know?,
Famous last words,Famous last words,
"The figure in the shadows twists nimbly past your clumsy lunge, before thick arms wrap around your neck in a vice-like grip","The figure in the shadows twists nimbly past your clumsy lunge, before thick arms wrap around your neck in a vice-like grip",
Your assailant could surely snap your neck in an instance,Your assailant could surely snap your neck like a twig,
"Just as your vision begins to narrow and your legs go limp, he relases you and you stumble forewards before spinning around","Just as your vision begins to narrow and your legs go limp, he releases you and you stumble forwards before spinning around",
Who's there?,Who's there?,
It’s Roland,It’s Roland,
Where the tides have you been?,Where the tides have you been?,
Why are you skulking around?,Why are you skulking around?,
"Below decks, planning our landing","Below decks, planning our landing",
Why?,Why?,
Mind your own fucking business!,Mind your own fucking business!,
What's going on?,What's going on?,
The brute chuckles,The brute chuckles,
Shadows suit a face like this just fine,Shadows suit a face like this just fine,
No matter,No matter,
There is trouble and you’re needed on deck,There is trouble and you’re needed on deck,
Now,Now,
What for?,What for?,
What’s all that noise?,What’s all that noise?,
Have we arrived?,Have we arrived?,
Let's get this over with,Let's get this over with,
"The island is in sight, but the damn guilders refuse to land","The island is in sight, but the damn guilders refuse to land",
They want to turn back,They want to turn back,
If we turn back - we lose our shot at the girl,If we turn back - we lose our shot at the girl,
Did they say why?,Did they say why?,
Ha,Ha,
the old veteran grunts in what passes as laughter for him,the old veteran grunts in what passes as laughter for him,
Only superstitious bilge,Only superstitious bilge,
They claim they saw something in the water,They claim they saw something in the water,
"Either way, our boys are about to show them some very real steel","Either way, our boys are about to show them some very real steel",
If we can't land - we lose our shot at the girl,If we can't land - we lose our shot at the girl,
I knew I'd regret chartering a guilder ship,I knew I'd regret chartering a guilder ship,
And no-one gets paid,And no-one gets paid,
"Listen here, I know our boys better than most","Listen here, I know our boys better than most",
We've hired them to go to Idra and kill,We've hired them to go to Idra and kill,
"If we don't pay them, things will go bad quickly","If we don't pay them, things will go bad quickly",
But the sailors are bloody terrified,But the sailors are bloody terrified,
They claim something is hunting us,They claim something is hunting us,
Wait,Wait,
"There're a few sailors up ahead, rattled as a pair of rabbits","There're a few sailors up ahead, rattled as a pair of rabbits",
